Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-06-05 00:00:00-04:00,41.709788674565345,42.993166787628894,41.201784838144356,42.21779251098633,296800,0.0,0.0,0.0
2000-06-06 00:00:00-04:00,42.13757787827929,42.88621504870557,40.479881286621094,40.479881286621094,445600,0.0,0.0,0.0
2000-06-07 00:00:00-04:00,40.96114470820833,41.49588550074369,39.86492608351085,41.1483039855957,431000,0.0,0.0,0.0
2000-06-08 00:00:00-04:00,42.27126479303081,42.298001835910654,40.98788673479838,41.33546829223633,390400,0.0,0.0,0.0
2000-06-09 00:00:00-04:00,42.030633034361635,42.35147756134149,41.522629199976855,42.19105529785156,195000,0.0,0.0,0.0
2000-06-12 00:00:00-04:00,42.458422917948795,42.458422917948795,40.47988179960609,40.56009292602539,112400,0.0,0.0,0.0
2000-06-13 00:00:00-04:00,40.64030723885446,42.27126693725586,39.91840704448008,42.27126693725586,389000,0.0,0.0,0.0
2000-06-14 00:00:00-04:00,42.27126290824976,42.297999949937456,40.45314407348633,40.45314407348633,195000,0.0,0.0,0.0
2000-06-15 00:00:00-04:00,40.53335741275572,41.36220575035165,39.89166837719758,40.80072784423828,217800,0.0,0.0,0.0
2000-06-16 00:00:00-04:00,40.85419982671738,41.46915178745985,40.4531442001462,41.06809616088867,173800,0.0,0.0,0.0
2000-06-19 00:00:00-04:00,41.22851723461616,43.84874725341797,40.90767274251798,43.84874725341797,436400,0.0,0.0,0.0
2000-06-20 00:00:00-04:00,44.276544020726135,45.239077586394096,44.06264767279992,44.490440368652344,497000,0.0,0.0,0.0
2000-06-21 00:00:00-04:00,43.90222283026046,44.99844154892104,43.84874874642336,44.67759704589844,371600,0.0,0.0,0.0
2000-06-22 00:00:00-04:00,44.27654250983328,44.27654250983328,42.351475444188345,42.45842361450195,782800,0.0,0.0,0.0
2000-06-23 00:00:00-04:00,42.511896720299355,42.859478265811234,41.60283729357597,41.70978546142578,685800,0.0,0.0,0.0
2000-06-26 00:00:00-04:00,42.084104048900116,42.511896720299355,41.22851870610164,41.70978546142578,308000,0.0,0.0,0.0
2000-06-27 00:00:00-04:00,42.030621054946195,42.11083216382968,40.3729248046875,40.3729248046875,472200,0.0,0.0,0.0
2000-06-28 00:00:00-04:00,40.479881970150515,41.54936366024696,40.479881970150515,40.586830139160156,457000,0.0,0.0,0.0
2000-06-29 00:00:00-04:00,40.10556118760009,40.37293159551743,39.036079555930755,39.651031494140625,563600,0.0,0.0,0.0
2000-06-30 00:00:00-04:00,39.78471650468542,40.5600906838762,39.49060905740616,40.21250915527344,916000,0.0,0.0,0.0
2000-07-03 00:00:00-04:00,40.15903707536516,41.17504467114671,40.105562991376665,41.1215705871582,105200,0.0,0.0,0.0
2000-07-05 00:00:00-04:00,38.715239208743334,39.169768950834936,37.69923154995035,37.91312789916992,2724400,0.0,0.0,0.0
2000-07-06 00:00:00-04:00,38.47460052314489,39.67776732199237,37.69922636388763,39.463871002197266,2786800,0.0,0.0,0.0
2000-07-07 00:00:00-04:00,40.319464505813876,41.38894632294422,40.13230518781607,40.747257232666016,359800,0.0,0.0,0.0
2000-07-10 00:00:00-04:00,40.85419741817279,41.36220118188044,40.42640477505056,40.69377517700195,187200,0.0,0.0,0.0
2000-07-11 00:00:00-04:00,40.64029301438376,41.549352200231816,39.59754865414628,40.05207824707031,446400,0.0,0.0,0.0
2000-07-12 00:00:00-04:00,41.014618093882014,41.576095916549235,40.39966619286553,41.04135513305664,229200,0.0,0.0,0.0
2000-07-13 00:00:00-04:00,41.92367658409109,42.7525247818633,41.68304323635077,42.08409881591797,288200,0.0,0.0,0.0
2000-07-14 00:00:00-04:00,42.886214485591786,43.36748123168945,42.244525490794906,43.36748123168945,272800,0.0,0.0,0.0
2000-07-17 00:00:00-04:00,43.36748545866123,44.11612269222628,42.77927048943154,44.035911560058594,331000,0.0,0.0,0.0
2000-07-18 00:00:00-04:00,43.20705853174603,43.340743737599205,41.923680555555556,42.11083984375,434800,0.0,0.0,0.0
2000-07-19 00:00:00-04:00,42.0573597393827,42.0573597393827,40.10555601339736,40.61355972290039,745000,0.0,0.0,0.0
2000-07-20 00:00:00-04:00,40.82746340136065,41.62957466661332,39.651033545656745,39.97187805175781,544400,0.0,0.0,0.0
2000-07-21 00:00:00-04:00,39.38366416707697,39.57082346725996,37.96660089426294,38.340919494628906,1251400,0.0,0.0,0.0
2000-07-24 00:00:00-04:00,38.07355565517223,39.6777785058115,37.85965927508699,38.180503845214844,2472800,0.0,0.0,0.0
2000-07-25 00:00:00-04:00,39.62430241132024,39.75798764212766,38.635031703345305,39.70451354980469,548600,0.0,0.0,0.0
2000-07-26 00:00:00-04:00,38.18049867656869,38.554817291044856,37.030805789249044,37.96660232543945,1001600,0.0,0.0,0.0
2000-07-27 00:00:00-04:00,36.522804698526,36.522804698526,35.07900421996055,35.373111724853516,1052800,0.0,0.0,0.0
2000-07-28 00:00:00-04:00,35.881117447562836,36.36238429857337,34.3303687054178,35.052268981933594,2704800,0.0,0.0,0.0
2000-07-31 00:00:00-04:00,35.42657969093041,36.522798383253544,34.624468452645196,36.20195388793945,429600,0.0,0.0,0.0
2000-08-01 00:00:00-04:00,36.09500561532763,36.09500561532763,34.81162763789376,34.99878692626953,1313600,0.0,0.0,0.0
2000-08-02 00:00:00-04:00,34.99878466865163,36.148477365941176,34.38383276079908,34.65120315551758,604000,0.0,0.0,0.0
2000-08-03 00:00:00-04:00,32.191398750316964,34.59773254394531,32.191398750316964,34.59773254394531,2842000,0.0,0.0,0.0
2000-08-04 00:00:00-04:00,35.45331560760571,35.45331560760571,33.153930130792666,33.66193389892578,1529600,0.0,0.0,0.0
2000-08-07 00:00:00-04:00,33.58172157664358,34.918573550236076,33.23414006350953,34.65120315551758,550800,0.0,0.0,0.0
2000-08-08 00:00:00-04:00,34.75815148746958,35.13247004195002,34.437307012200634,34.677940368652344,412600,0.0,0.0,0.0
2000-08-09 00:00:00-04:00,36.04153219501624,36.41585077864401,35.560265444637686,35.69395065307617,719800,0.0,0.0,0.0
2000-08-10 00:00:00-04:00,35.560271525877035,35.90785312725779,34.70468604555518,34.83837127685547,1133200,0.0,0.0,0.0
2000-08-11 00:00:00-04:00,34.81163376096695,35.533534000249674,33.71541487909318,35.373111724853516,632200,0.0,0.0,0.0
2000-08-14 00:00:00-04:00,36.095002981332634,37.64575125756766,35.506788117933134,37.53880310058594,1006000,0.0,0.0,0.0
